,0
4165,4834.000903068982
5268,18002.196060836948
6066,-5663.334072010614
6421,-10069.570292225842
3251,-2812.818438210362
9313,-4202.234663128835
2250,8316.354406265062
2448,-16394.978383334354
16107,4779.302930151203
14202,-19282.93896197042
2325,25373.988302083966
16275,-16394.978383334354
2677,-4132.562450579542
2152,1172.4958461837996
9068,2592.3613603843733
2878,-6464.840906321422
18963,-15781.004567027496
14363,-6586.1365191988925
16434,-9487.20931810316
7717,-7191.648738929845
5440,21806.98303843558
7026,7317.77935440002
16111,549.0281370020293
10470,22989.635449494403
10733,19395.851032801853
8164,67322.64901565554
2039,8164.114463397258
6725,601.8053927376786
13904,-14937.39909108371
17969,-1233.2475097091515
2232,8662.11404736976
2255,-2666.916579852379
12143,7599.410667116346
12160,-10898.128246405635
16809,-12928.431581354795
7870,9927.177811867392
9390,-11.469130201998269
6814,-12743.690130460836
10753,2659.296035021249
3623,-6754.502300183645
17325,-3784.184167903346
14196,7059.008719384408
18265,17067.44832242081
3314,-10091.260988081562
1729,8429.367993421798
14420,-10704.618594145839
423,6051.4621895282025
5094,-696.424492988066
10354,11300.519626242662
10830,5736.46961875787
6110,9038.497689057638
738,-104.37821082547453
15782,-30584.076740040975
19161,49267.16770462357
6913,4722.4764917553985
19019,1372.7037674015992
5250,13906.87155678877
14477,-8188.1699660969825
16706,-5526.830671541258
409,-16975.09298816899
8294,-4225.817348263953
4246,-16560.67554647599
2483,-2265.6899307594285
9243,-3820.918910532535
5157,-12304.134595602336
7270,4614.5137983884815
4293,2368.0879564430006
9835,-692.4340005469749
17799,-7352.04755533268
18073,-677.3694762747473
5792,6144.94450005707
8377,-4731.626285323244
8046,5579.093325842863
14267,8935.548732809239
17067,-8422.56050110831
7109,-7419.2651849822005
9098,-6287.639117425406
7003,90.64941216354055
5227,-4405.148748713153
16576,-1245.692821244178
12227,7961.647010931429
18688,-10675.022309066328
16889,-14032.863120565129
12831,5209.12557675473
217,-2475.4031182838444
12379,2536.517117015043
9558,-4181.71816060743
3941,-1675.9829165747324
10030,-9450.786583110224
4436,8206.156304507273
2405,-9980.396587511575
17489,6369.565999453025
11471,257.89426769930196
18456,-4327.7998850205295
14228,5968.216081857911
7919,-5095.091059839957
9515,8385.145265338077
14327,-13654.856804675605
18699,17251.099733686417
13967,9255.83501037621
3486,4900.765042368996
3886,-271.9224792860059
8935,3504.9142934691445
17413,-10475.835257250354
17307,-32171.76289822423
3478,22409.16711191432
9958,-3244.5869804483873
10864,-3593.2324466745413
9664,-9164.431581354795
15904,-14269.777198979751
17353,2380.159007364804
4909,3517.4730431796306
10399,-10949.586438551083
14963,5260.231398331534
9905,17500.079819636314
4554,3312.310547716337
7267,2981.769147764593
387,1433.6853815848262
1493,-4580.505739789616
18510,8412.767434317491
8139,9734.85183905638
18730,-4188.330890895129
424,42197.75899790209
3526,14910.392634874312
3213,14156.527271250969
15573,-17150.22719513678
18903,-6679.936639306638
12136,-222.83024001196827
12459,10490.565999453025
8843,50614.26740381919
17665,1125.0238877573802
18315,13472.87076842575
7738,-6552.35149254405
16415,-28346.363764278936
11451,-6727.733631914281
6266,-3270.004106964626
5761,-10087.159610670144
11725,3383.647580537046
8735,-10367.0861607492
2225,13146.111059618699
13181,-9809.775877829583
18941,74649.19069241949
13906,6534.453371419122
17346,-8029.453624721376
16322,-15.818486167954688
6977,-23336.74442413461
2119,-6.8189365265425295e-09
3643,-26886.117544014705
977,21830.667624789097
16720,-12902.566749179998
12630,-10116.333211304333
7821,-2620.74796688935
6846,10511.181575678687
15503,12329.276068868745
705,-7694.847539445771
15881,7478.336212080303
6252,-4028.400539706592
3488,3852.0923826563594
17339,5435.558892296998
2300,937.5932718294853
273,1865.5798462361072
9920,-8332.009242679716
17311,-16548.54447833287
15916,-253.25343003118996
13217,2112.9468514978525
13690,-18741.6897976517
7443,15781.004567013966
10575,-6.037225830368698e-09
7730,-3217.5046710960123
18040,-11560.57872361329
18490,-1011.866398791266
18811,1543.2057651589785
13606,-6.333721103146672e-09
18865,-13025.327249614635
9422,13990.911033815417
1430,-4470.618660853555
12539,2536.8433155963176
2167,14862.958621614584
9209,-310.6372512191265
14118,2051.7675533254587
10226,-10393.95843001168
5332,-19354.935361998185
13471,5155.131849401335
2184,17230.667624789097
12914,15337.205812265529
15228,26682.235392688468
8225,-2550.2832593425783
10029,24904.914326979437
5809,-9359.117571933155
1611,9888.176461378987
16570,17893.718437457137
4914,-3410.586438551083
6443,-11638.57872361329
11557,-8088.362304485956
16620,-22541.44421298387
1512,2051.7675533254587
11660,6627.437754265561
3184,-5132.47349537204
8739,-6093.796901687099
18461,3901.310547716337
2641,15644.29140833423
8408,18929.55710328452
13469,-11560.57872361329
6011,-27789.915336228343
13813,-12141.90761734364
5496,11933.277953796845
10527,-5829.6463972828205
12000,10597.675690398044
2408,-24708.26213894286
13544,2733.4730431796306
14337,-2919.3340720106144
4574,-6467.184744765647
6424,8732.069143812405
1123,14907.983038435581
2360,5434.598096097814
4342,1578.264014553607
4046,4602.946724544145
2519,11173.403095163196
9529,-4231.9332058142945
